Name;Order;Time elapsed;Relative error;Memory used
apache2;715176;9.9686749999999992866150933;0.0000000000353911951192462;1457
cfd1;70656;1.4572274000000000615528961;0.0000000000000914040998929;279
cfd2;123440;2.6286784000000000816044121;0.0000000000001815097562920;462
ex15;6867;0.0284266999999999991910471;0.0000005889462187740939162;48
Flan_1565;1564794;59.7294940999999965924871503;0.0000000000018275340782716;15584
G3_circuit;1585478;11.6377913999999993421852196;0.0000000000039167724846627;1369
parabolic_fem;525825;1.5660366999999999482184876;0.0000000000007044658572866;621
shallow_water1;81920;0.1294443999999999872496659;0.0000000000000002016450956;172
StocF-1465;1465137;46.2288580000000024483597372;0.0000000003703849385796007;10342
